Date-Time,CO
2014-01-25,716.6666666666666
2014-01-26,762.5
2014-01-27,1679.1666666666667
2014-01-28,854.1666666666666
2014-01-29,2291.6666666666665
2014-01-30,1100.0
2014-01-31,1329.1666666666667
2014-02-01,1795.8333333333333
2014-02-02,1133.3333333333333
2014-02-03,354.1666666666667
2014-02-04,583.3333333333334
2014-02-05,1504.1666666666667
2014-02-06,2000.0
2014-02-07,1283.3333333333333
2014-02-08,1041.6666666666667
2014-02-09,458.3333333333333
2014-02-10,654.1666666666666
2014-02-11,2000.0
2014-02-12,2345.8333333333335
2014-02-13,2812.5
2014-02-14,3147.9166666666665
2014-02-15,3766.6666666666665
2014-02-16,3350.0
2014-02-17,1800.0
2014-02-18,1077.0833333333333
2014-02-19,1220.8333333333333
2014-02-20,2262.5
2014-02-21,2562.5
2014-02-22,3612.5
2014-02-23,3441.6666666666665
2014-02-24,4437.5
2014-02-25,5133.333333333333
2014-02-26,4264.583333333333
2014-02-27,462.5
2014-02-28,1437.5
2014-03-01,1487.5
2014-03-02,2583.3333333333335
2014-03-03,4479.166666666667
2014-03-04,1195.8333333333333
2014-03-05,633.3333333333334
2014-03-06,520.8333333333334
2014-03-07,1083.3333333333333
2014-03-08,2391.6666666666665
2014-03-09,1491.6666666666667
2014-03-10,1679.1666666666667
2014-03-11,2404.1666666666665
2014-03-12,420.8333333333333
2014-03-13,608.3333333333334
2014-03-14,495.8333333333333
2014-03-15,1537.5
2014-03-16,2075.0
2014-03-17,1120.8333333333333
2014-03-18,579.1666666666666
2014-03-19,820.8333333333334
2014-03-20,362.5
2014-03-21,595.8333333333334
2014-03-22,929.1666666666666
2014-03-23,1429.1666666666667
2014-03-24,1920.8333333333333
2014-03-25,1616.6666666666667
2014-03-26,1991.6666666666667
2014-03-27,2258.3333333333335
2014-03-28,1470.8333333333333
2014-03-29,508.3333333333333
2014-03-30,537.5
2014-03-31,1750.0
2014-04-01,962.5
2014-04-02,870.8333333333334
2014-04-03,450.0
2014-04-04,579.1666666666666
2014-04-05,445.8333333333333
2014-04-06,662.5
2014-04-07,762.5
2014-04-08,1487.5
2014-04-09,870.8333333333334
2014-04-10,1258.3333333333333
2014-04-11,962.5
2014-04-12,1441.6666666666667
2014-04-13,1258.3333333333333
2014-04-14,1841.6666666666667
2014-04-15,775.0
2014-04-16,766.6666666666666
2014-04-17,1254.1666666666667
2014-04-18,1316.6666666666667
2014-04-19,750.0
2014-04-20,691.6666666666666
2014-04-21,537.5
2014-04-22,570.8333333333334
2014-04-23,879.1666666666666
2014-04-24,716.6666666666666
2014-04-25,1062.5
2014-04-26,335.7692307692308
2014-04-27,580.0
2014-04-28,801.5384615384615
2014-04-29,916.025641025641
2014-04-30,841.6666666666666
2014-05-01,708.3333333333334
2014-05-02,337.5
2014-05-03,504.1666666666667
2014-05-04,379.1666666666667
2014-05-05,479.1666666666667
2014-05-06,962.5
2014-05-07,1058.3333333333333
2014-05-08,991.6666666666666
2014-05-09,1212.5
2014-05-10,1166.6666666666667
2014-05-11,825.0
2014-05-12,595.8333333333334
2014-05-13,604.1666666666666
2014-05-14,300.0
2014-05-15,570.8333333333334
2014-05-16,570.8333333333334
2014-05-17,883.3333333333334
2014-05-18,833.3333333333334
2014-05-19,833.3333333333334
2014-05-20,883.3333333333334
2014-05-21,1258.3333333333333
2014-05-22,1295.8333333333333
2014-05-23,654.1666666666666
2014-05-24,858.3333333333334
2014-05-25,487.5
2014-05-26,470.8333333333333
2014-05-27,341.6666666666667
2014-05-28,541.6666666666666
2014-05-29,787.5
2014-05-30,1341.6666666666667
2014-05-31,2095.8333333333335
2014-06-01,512.5
2014-06-02,420.8333333333333
2014-06-03,541.6666666666666
2014-06-04,712.5
2014-06-05,670.8333333333334
2014-06-06,908.3333333333334
2014-06-07,304.1666666666667
2014-06-08,612.5
2014-06-09,504.1666666666667
2014-06-10,1141.6666666666667
2014-06-11,704.1666666666666
2014-06-12,470.8333333333333
2014-06-13,808.3333333333334
2014-06-14,554.1666666666666
2014-06-15,1150.0
2014-06-16,850.0
2014-06-17,766.6666666666666
2014-06-18,583.3333333333334
2014-06-19,1135.4166666666667
2014-06-20,745.8333333333334
2014-06-21,737.5
2014-06-22,404.1666666666667
2014-06-23,366.6666666666667
2014-06-24,575.0
2014-06-25,1050.0
2014-06-26,820.8333333333334
2014-06-27,254.16666666666666
2014-06-28,500.0
2014-06-29,1079.1666666666667
2014-06-30,1083.3333333333333
2014-07-01,954.1666666666666
2014-07-02,833.3333333333334
2014-07-03,1162.5
2014-07-04,1179.1666666666667
2014-07-05,870.8333333333334
2014-07-06,1212.5
2014-07-07,970.8333333333334
2014-07-08,791.6666666666666
2014-07-09,516.6666666666666
2014-07-10,404.1666666666667
2014-07-11,416.6666666666667
2014-07-12,291.6666666666667
2014-07-13,320.8333333333333
2014-07-14,437.5
2014-07-15,416.6666666666667
2014-07-16,812.5
2014-07-17,1820.8333333333333
2014-07-18,1404.1666666666667
2014-07-19,412.5
2014-07-20,445.8333333333333
2014-07-21,370.8333333333333
2014-07-22,454.1666666666667
2014-07-23,566.6666666666666
2014-07-24,962.5
2014-07-25,1204.1666666666667
2014-07-26,1000.0
2014-07-27,775.0
2014-07-28,695.8333333333334
2014-07-29,554.1666666666666
2014-07-30,1170.8333333333333
2014-07-31,1416.6666666666667
2014-08-01,1214.5833333333333
2014-08-02,812.5
2014-08-03,775.0
2014-08-04,470.8333333333333
2014-08-05,337.5
2014-08-06,433.3333333333333
2014-08-07,1083.3333333333333
2014-08-08,962.5
2014-08-09,891.6666666666666
2014-08-10,433.3333333333333
2014-08-11,408.3333333333333
2014-08-12,475.0
2014-08-13,420.8333333333333
2014-08-14,483.3333333333333
2014-08-15,508.3333333333333
2014-08-16,687.5
2014-08-17,595.8333333333334
2014-08-18,683.3333333333334
2014-08-19,808.3333333333334
2014-08-20,891.6666666666666
2014-08-21,1025.0
2014-08-22,783.3333333333334
2014-08-23,970.8333333333334
2014-08-24,333.3333333333333
2014-08-25,368.75
2014-08-26,541.6666666666666
2014-08-27,666.6666666666666
2014-08-28,787.5
2014-08-29,920.8333333333334
2014-08-30,1687.5
2014-08-31,850.0
2014-09-01,1775.0
2014-09-02,904.1666666666666
2014-09-03,475.0
2014-09-04,554.1666666666666
2014-09-05,1041.6666666666667
2014-09-06,1266.6666666666667
2014-09-07,1133.3333333333333
2014-09-08,275.0
2014-09-09,683.3333333333334
2014-09-10,1012.5
2014-09-11,1437.5
2014-09-12,729.1666666666666
2014-09-13,741.6666666666666
2014-09-14,483.3333333333333
2014-09-15,354.1666666666667
2014-09-16,500.0
2014-09-17,512.5
2014-09-18,637.5
2014-09-19,800.0
2014-09-20,950.0
2014-09-21,1587.5
2014-09-22,2200.0
2014-09-23,895.8333333333334
2014-09-24,729.1666666666666
2014-09-25,1291.6666666666667
2014-09-26,1400.0
2014-09-27,516.6666666666666
2014-09-28,1054.1666666666667
2014-09-29,800.0
2014-09-30,575.0
2014-10-01,879.1666666666666
2014-10-02,879.1666666666666
2014-10-03,1620.8333333333333
2014-10-04,991.6666666666666
2014-10-05,593.75
2014-10-06,404.1666666666667
2014-10-07,1145.8333333333333
2014-10-08,1912.5
2014-10-09,2001.388888888889
2014-10-10,1905.837673611111
2014-10-11,1224.21875
2014-10-12,736.71875
2014-10-13,404.7526041666667
2014-10-14,575.0
2014-10-15,533.3333333333334
2014-10-16,600.0
2014-10-17,1320.8333333333333
2014-10-18,2162.5
2014-10-19,2670.8333333333335
2014-10-20,1375.0
2014-10-21,1308.3333333333333
2014-10-22,1387.5
2014-10-23,1529.1666666666667
2014-10-24,2145.8333333333335
2014-10-25,2416.6666666666665
2014-10-26,833.3333333333334
2014-10-27,683.3333333333334
2014-10-28,962.5
2014-10-29,1483.3333333333333
2014-10-30,1745.8333333333333
2014-10-31,2012.5
2014-11-01,975.0
2014-11-02,308.3333333333333
2014-11-03,650.0
2014-11-04,1462.5
2014-11-05,995.8333333333334
2014-11-06,383.3333333333333
2014-11-07,1139.5833333333333
2014-11-08,1487.5
2014-11-09,933.3333333333334
2014-11-10,1200.0
2014-11-11,691.6666666666666
2014-11-12,320.8333333333333
2014-11-13,708.3333333333334
2014-11-14,966.6666666666666
2014-11-15,2300.0
2014-11-16,1720.8333333333333
2014-11-17,612.5
2014-11-18,1443.75
2014-11-19,3762.5
2014-11-20,3825.0
2014-11-21,2841.6666666666665
2014-11-22,866.6666666666666
2014-11-23,2354.1666666666665
2014-11-24,1729.1666666666667
2014-11-25,2412.5
2014-11-26,3845.8333333333335
2014-11-27,1316.6666666666667
2014-11-28,1704.1666666666667
2014-11-29,3595.8333333333335
2014-11-30,1345.8333333333333
2014-12-01,429.1666666666667
2014-12-02,991.6666666666666
2014-12-03,783.3333333333334
2014-12-04,404.1666666666667
2014-12-05,833.3333333333334
2014-12-06,1683.3333333333333
2014-12-07,1425.0
2014-12-08,1212.5
2014-12-09,5329.166666666667
2014-12-10,2404.1666666666665
2014-12-11,595.8333333333334
2014-12-12,443.75
2014-12-13,956.25
2014-12-14,2037.5
2014-12-15,1762.5
2014-12-16,400.0
2014-12-17,1333.4665697674418
2014-12-18,1599.8546511627903
2014-12-19,1509.156976744186
2014-12-20,1418.4593023255813
2014-12-21,1327.7616279069769
2014-12-22,1237.063953488372
2014-12-23,1146.3662790697674
2014-12-24,1055.668604651163
2014-12-25,964.9709302325582
2014-12-26,874.2732558139536
2014-12-27,783.5755813953488
2014-12-28,692.8779069767443
2014-12-29,602.1802325581394
2014-12-30,511.48255813953483
2014-12-31,444.9249031007751
2015-01-01,941.6666666666666
2015-01-02,1337.5
2015-01-03,3558.3333333333335
2015-01-04,4216.666666666667
2015-01-05,2891.6666666666665
2015-01-06,837.5
2015-01-07,1612.5
2015-01-08,3320.8333333333335
2015-01-09,1879.1666666666667
2015-01-10,2891.6666666666665
2015-01-11,812.5
2015-01-12,2504.1666666666665
2015-01-13,3112.5
2015-01-14,3504.1666666666665
2015-01-15,4825.0
2015-01-16,2033.3333333333333
2015-01-17,1404.1666666666667
2015-01-18,1595.8333333333333
2015-01-19,1354.1666666666667
2015-01-20,2129.1666666666665
2015-01-21,870.8333333333334
2015-01-22,2179.1666666666665
2015-01-23,3650.0
2015-01-24,1950.0
2015-01-25,1575.0
2015-01-26,1737.5
2015-01-27,875.0
2015-01-28,1150.0
2015-01-29,1266.6666666666667
2015-01-30,616.6666666666666
2015-01-31,820.8333333333334
2015-02-01,1841.6666666666667
2015-02-02,2916.6666666666665
2015-02-03,2179.1666666666665
2015-02-04,412.5
2015-02-05,712.5
2015-02-06,1829.1666666666667
2015-02-07,512.5
2015-02-08,550.0
2015-02-09,1887.5
2015-02-10,2520.8333333333335
2015-02-11,1195.8333333333333
2015-02-12,691.6666666666666
2015-02-13,2220.8333333333335
2015-02-14,3395.8333333333335
2015-02-15,4745.833333333333
2015-02-16,2287.5
2015-02-17,545.8333333333334
2015-02-18,820.8333333333334
2015-02-19,1312.5
2015-02-20,1483.3333333333333
2015-02-21,1545.8333333333333
2015-02-22,358.3333333333333
2015-02-23,766.6666666666666
2015-02-24,2195.8333333333335
2015-02-25,962.5
2015-02-26,400.0
2015-02-27,670.8333333333334
2015-02-28,1216.6666666666667
2015-03-01,700.0
2015-03-02,1379.1666666666667
2015-03-03,275.0
2015-03-04,620.8333333333334
2015-03-05,1754.1666666666667
2015-03-06,2266.6666666666665
2015-03-07,2429.1666666666665
2015-03-08,1416.6666666666667
2015-03-09,279.1666666666667
2015-03-10,666.6666666666666
2015-03-11,1033.3333333333333
2015-03-12,1562.5
2015-03-13,1329.1666666666667
2015-03-14,2020.8333333333333
2015-03-15,1629.1666666666667
2015-03-16,2083.3333333333335
2015-03-17,1829.1666666666667
2015-03-18,691.6666666666666
2015-03-19,1216.6666666666667
2015-03-20,537.5
2015-03-21,408.3333333333333
2015-03-22,375.0
2015-03-23,762.5
2015-03-24,2004.1666666666667
2015-03-25,1950.0
2015-03-26,1104.1666666666667
2015-03-27,1050.0
2015-03-28,570.8333333333334
2015-03-29,1179.1666666666667
2015-03-30,1658.3333333333333
2015-03-31,1960.4166666666667
2015-04-01,720.8333333333334
2015-04-02,745.8333333333334
2015-04-03,620.8333333333334
2015-04-04,670.8333333333334
2015-04-05,495.8333333333333
2015-04-06,245.83333333333334
2015-04-07,354.1666666666667
2015-04-08,895.8333333333334
2015-04-09,1212.5
2015-04-10,1158.3333333333333
2015-04-11,1908.3333333333333
2015-04-12,266.6666666666667
2015-04-13,418.75
2015-04-14,750.0
2015-04-15,1170.2380952380954
2015-04-16,392.26190476190476
2015-04-17,633.3333333333334
2015-04-18,1433.3333333333333
2015-04-19,612.5
2015-04-20,854.1666666666666
2015-04-21,695.8333333333334
2015-04-22,650.0
2015-04-23,658.3333333333334
2015-04-24,683.3333333333334
2015-04-25,912.5
2015-04-26,1120.8333333333333
2015-04-27,937.5
2015-04-28,695.8333333333334
2015-04-29,1537.5
2015-04-30,1050.0
2015-05-01,1304.1666666666667
2015-05-02,591.6666666666666
2015-05-03,500.0
2015-05-04,333.3333333333333
2015-05-05,595.8333333333334
2015-05-06,350.0
2015-05-07,616.6666666666666
2015-05-08,925.0
2015-05-09,975.0
2015-05-10,1270.8333333333333
2015-05-11,829.1666666666666
2015-05-12,729.1666666666666
2015-05-13,827.0833333333334
2015-05-14,320.8333333333333
2015-05-15,387.5
2015-05-16,725.0
2015-05-17,1158.3333333333333
2015-05-18,537.5
2015-05-19,158.33333333333334
2015-05-20,225.0
2015-05-21,491.6666666666667
2015-05-22,837.5
2015-05-23,1066.6666666666667
2015-05-24,1304.1666666666667
2015-05-25,1145.8333333333333
2015-05-26,862.5
2015-05-27,862.5
2015-05-28,1104.1666666666667
2015-05-29,925.0
2015-05-30,808.3333333333334
2015-05-31,879.1666666666666
2015-06-01,1095.8333333333333
2015-06-02,591.6666666666666
2015-06-03,487.5
2015-06-04,2964.5833333333335
2015-06-05,3183.3333333333335
2015-06-06,2725.0
2015-06-07,2400.0
2015-06-08,408.3333333333333
2015-06-09,1154.1666666666667
2015-06-10,1116.6666666666667
2015-06-11,491.6666666666667
2015-06-12,252.08333333333334
2015-06-13,429.1666666666667
2015-06-14,433.3333333333333
2015-06-15,1475.0
2015-06-16,1166.6666666666667
2015-06-17,716.6666666666666
2015-06-18,341.6666666666667
2015-06-19,445.8333333333333
2015-06-20,433.3333333333333
2015-06-21,454.1666666666667
2015-06-22,983.3333333333334
2015-06-23,1625.0
2015-06-24,927.0833333333334
2015-06-25,891.6666666666666
2015-06-26,712.5
2015-06-27,616.6666666666666
2015-06-28,958.3333333333334
2015-06-29,1354.1666666666667
2015-06-30,562.5
2015-07-01,570.8333333333334
2015-07-02,308.3333333333333
2015-07-03,1020.8333333333334
2015-07-04,708.3333333333334
2015-07-05,1037.5
2015-07-06,1108.3333333333333
2015-07-07,833.3333333333334
2015-07-08,1129.1666666666667
2015-07-09,783.3333333333334
2015-07-10,654.1666666666666
2015-07-11,1125.0
2015-07-12,1041.6666666666667
2015-07-13,633.3333333333334
2015-07-14,650.0
2015-07-15,729.1666666666666
2015-07-16,804.1666666666666
2015-07-17,862.5
2015-07-18,820.8333333333334
2015-07-19,950.0
2015-07-20,1020.8333333333334
2015-07-21,1229.1666666666667
2015-07-22,837.5
2015-07-23,816.6666666666666
2015-07-24,816.6666666666666
2015-07-25,891.6666666666666
2015-07-26,1045.8333333333333
2015-07-27,781.25
2015-07-28,687.5
2015-07-29,891.6666666666666
2015-07-30,875.0
2015-07-31,508.3333333333333
2015-08-01,1304.1666666666667
2015-08-02,962.5
2015-08-03,995.8333333333334
2015-08-04,295.8333333333333
2015-08-05,822.9166666666666
2015-08-06,779.1666666666666
2015-08-07,1295.8333333333333
2015-08-08,929.1666666666666
2015-08-09,1025.0
2015-08-10,962.5
2015-08-11,1645.8333333333333
2015-08-12,1212.5
2015-08-13,1558.3333333333333
2015-08-14,875.0
2015-08-15,595.8333333333334
2015-08-16,775.0
2015-08-17,1091.6666666666667
2015-08-18,804.1666666666666
2015-08-19,820.8333333333334
2015-08-20,637.5
2015-08-21,458.3333333333333
2015-08-22,741.6666666666666
2015-08-23,883.3333333333334
2015-08-24,562.5
2015-08-25,591.6666666666666
2015-08-26,525.0
2015-08-27,545.8333333333334
2015-08-28,562.5
2015-08-29,683.3333333333334
2015-08-30,1137.5
2015-08-31,879.1666666666666
2015-09-01,591.6666666666666
2015-09-02,454.1666666666667
2015-09-03,491.6666666666667
2015-09-04,1983.3333333333333
2015-09-05,733.3333333333334
2015-09-06,550.0
2015-09-07,666.6666666666666
2015-09-08,954.1666666666666
2015-09-09,808.3333333333334
2015-09-10,458.3333333333333
2015-09-11,416.6666666666667
2015-09-12,387.5
2015-09-13,650.0
2015-09-14,1029.1666666666667
2015-09-15,1429.1666666666667
2015-09-16,1435.0
2015-09-17,1719.1666666666667
2015-09-18,1150.0
2015-09-19,637.5
2015-09-20,1250.0
2015-09-21,1566.6666666666667
2015-09-22,1870.8333333333333
2015-09-23,783.3333333333334
2015-09-24,1466.6666666666667
2015-09-25,666.6666666666666
2015-09-26,725.0
2015-09-27,1112.5
2015-09-28,1579.1666666666667
2015-09-29,1337.5
2015-09-30,804.1666666666666
2015-10-01,412.5
2015-10-02,670.8333333333334
2015-10-03,725.0
2015-10-04,1591.6666666666667
2015-10-05,2262.5
2015-10-06,2558.3333333333335
2015-10-07,2358.3333333333335
2015-10-08,291.6666666666667
2015-10-09,425.0
2015-10-10,270.8333333333333
2015-10-11,375.0
2015-10-12,487.5
2015-10-13,1033.3333333333333
2015-10-14,2512.5
2015-10-15,1983.3333333333333
2015-10-16,2516.6666666666665
2015-10-17,3166.6666666666665
2015-10-18,1100.0
2015-10-19,1025.0
2015-10-20,1704.1666666666667
2015-10-21,1091.6666666666667
2015-10-22,970.8333333333334
2015-10-23,1183.3333333333333
2015-10-24,1329.1666666666667
2015-10-25,895.8333333333334
2015-10-26,570.8333333333334
2015-10-27,700.0
2015-10-28,400.0
2015-10-29,408.3333333333333
2015-10-30,650.0
2015-10-31,970.8333333333334
2015-11-01,1243.75
2015-11-02,1958.3333333333333
2015-11-03,2450.0
2015-11-04,2816.6666666666665
2015-11-05,1241.6666666666667
2015-11-06,658.3333333333334
2015-11-07,550.0
2015-11-08,975.0
2015-11-09,2254.1666666666665
2015-11-10,2229.1666666666665
2015-11-11,2370.8333333333335
