Date-Time,NO2
2014-02-26,122.77083333333333
2014-02-27,24.0
2014-02-28,73.58333333333333
2014-03-01,58.0
2014-03-02,91.16666666666667
2014-03-03,98.16666666666667
2014-03-04,39.5
2014-03-05,45.625
2014-03-06,30.666666666666668
2014-03-07,57.625
2014-03-08,96.83333333333333
2014-03-09,75.04166666666667
2014-03-10,76.66666666666667
2014-03-11,87.75
2014-03-12,22.25
2014-03-13,42.5
2014-03-14,32.125
2014-03-15,99.04166666666667
2014-03-16,72.04166666666667
2014-03-17,55.5
2014-03-18,44.208333333333336
2014-03-19,53.291666666666664
2014-03-20,23.208333333333332
2014-03-21,52.708333333333336
2014-03-22,68.45833333333333
2014-03-23,87.16666666666667
2014-03-24,115.33333333333333
2014-03-25,114.29166666666667
2014-03-26,124.70833333333333
2014-03-27,105.875
2014-03-28,65.04166666666667
2014-03-29,36.916666666666664
2014-03-30,68.95833333333333
2014-03-31,88.79166666666667
2014-04-01,75.625
2014-04-02,67.41666666666667
2014-04-03,43.291666666666664
2014-04-04,45.333333333333336
2014-04-05,39.0
2014-04-06,65.875
2014-04-07,83.20833333333333
2014-04-08,97.75
2014-04-09,63.6875
2014-04-10,57.625
2014-04-11,71.16666666666667
2014-04-12,88.27083333333333
2014-04-13,87.83333333333333
2014-04-14,88.91666666666667
2014-04-15,62.625
2014-04-16,82.125
2014-04-17,82.04166666666667
2014-04-18,73.41666666666667
2014-04-19,82.70833333333333
2014-04-20,71.66666666666667
2014-04-21,69.20833333333333
2014-04-22,74.58333333333333
2014-04-23,48.625
2014-04-24,48.5
2014-04-25,92.66666666666667
2014-04-26,22.66089743589744
2014-04-27,34.09999999999999
2014-04-28,58.83846153846151
2014-04-29,64.85897435897435
2014-04-30,77.79166666666667
2014-05-01,53.958333333333336
2014-05-02,22.916666666666668
2014-05-03,47.166666666666664
2014-05-04,18.166666666666668
2014-05-05,44.25
2014-05-06,66.375
2014-05-07,54.5
2014-05-08,60.75
2014-05-09,57.395833333333336
2014-05-10,56.25
2014-05-11,32.541666666666664
2014-05-12,52.375
2014-05-13,59.291666666666664
2014-05-14,30.333333333333332
2014-05-15,69.72916666666667
2014-05-16,58.791666666666664
2014-05-17,71.04166666666667
2014-05-18,64.625
2014-05-19,58.541666666666664
2014-05-20,50.458333333333336
2014-05-21,62.550000000000004
2014-05-22,75.99166666666666
2014-05-23,55.375
2014-05-24,50.9375
2014-05-25,30.5
2014-05-26,65.54166666666667
2014-05-27,48.125
2014-05-28,73.875
2014-05-29,96.66666666666667
2014-05-30,79.33333333333333
2014-05-31,74.83333333333333
2014-06-01,31.583333333333332
2014-06-02,37.708333333333336
2014-06-03,60.125
2014-06-04,71.5
2014-06-05,60.645833333333336
2014-06-06,53.75
2014-06-07,33.583333333333336
2014-06-08,64.45833333333333
2014-06-09,50.083333333333336
2014-06-10,54.833333333333336
2014-06-11,40.833333333333336
2014-06-12,57.625
2014-06-13,57.291666666666664
2014-06-14,46.416666666666664
2014-06-15,71.45833333333333
2014-06-16,50.541666666666664
2014-06-17,44.0
2014-06-18,43.75
2014-06-19,60.6875
2014-06-20,31.708333333333332
2014-06-21,41.958333333333336
2014-06-22,42.5
2014-06-23,45.416666666666664
2014-06-24,63.708333333333336
2014-06-25,60.916666666666664
2014-06-26,40.541666666666664
2014-06-27,41.416666666666664
2014-06-28,56.833333333333336
2014-06-29,57.333333333333336
2014-06-30,65.58333333333333
2014-07-01,55.354166666666664
2014-07-02,40.375
2014-07-03,53.333333333333336
2014-07-04,53.333333333333336
2014-07-05,49.916666666666664
2014-07-06,45.041666666666664
2014-07-07,52.333333333333336
2014-07-08,53.854166666666664
2014-07-09,64.75
2014-07-10,47.5
2014-07-11,51.333333333333336
2014-07-12,40.458333333333336
2014-07-13,54.583333333333336
2014-07-14,49.541666666666664
2014-07-15,37.916666666666664
2014-07-16,58.541666666666664
2014-07-17,56.375
2014-07-18,45.833333333333336
2014-07-19,43.208333333333336
2014-07-20,32.541666666666664
2014-07-21,28.541666666666668
2014-07-22,45.5625
2014-07-23,80.66666666666667
2014-07-24,84.58333333333333
2014-07-25,53.541666666666664
2014-07-26,49.166666666666664
2014-07-27,43.166666666666664
2014-07-28,35.458333333333336
2014-07-29,30.166666666666668
2014-07-30,33.333333333333336
2014-07-31,39.916666666666664
2014-08-01,44.9375
2014-08-02,52.083333333333336
2014-08-03,48.5
2014-08-04,50.916666666666664
2014-08-05,43.916666666666664
2014-08-06,60.0
2014-08-07,60.958333333333336
2014-08-08,54.125
2014-08-09,48.916666666666664
2014-08-10,41.5
2014-08-11,46.125
2014-08-12,54.333333333333336
2014-08-13,45.041666666666664
2014-08-14,51.75
2014-08-15,61.291666666666664
2014-08-16,66.875
2014-08-17,39.916666666666664
2014-08-18,48.916666666666664
2014-08-19,51.125
2014-08-20,52.2875
2014-08-21,65.83333333333333
2014-08-22,79.625
2014-08-23,76.20833333333333
2014-08-24,36.0
2014-08-25,45.083333333333336
2014-08-26,72.20833333333333
2014-08-27,73.45833333333333
2014-08-28,66.36666666666666
2014-08-29,45.666666666666664
2014-08-30,79.125
2014-08-31,38.708333333333336
2014-09-01,67.42083333333333
2014-09-02,38.958333333333336
2014-09-03,48.708333333333336
2014-09-04,82.375
2014-09-05,74.125
2014-09-06,54.416666666666664
2014-09-07,69.375
2014-09-08,27.375
2014-09-09,65.83333333333333
2014-09-10,84.0
2014-09-11,85.54166666666667
2014-09-12,72.41666666666667
2014-09-13,62.916666666666664
2014-09-14,59.5
2014-09-15,42.833333333333336
2014-09-16,81.83333333333333
2014-09-17,69.58333333333333
2014-09-18,77.58333333333333
2014-09-19,84.45833333333333
2014-09-20,71.79166666666667
2014-09-21,65.95833333333333
2014-09-22,77.45833333333333
2014-09-23,52.875
2014-09-24,41.75
2014-09-25,73.70833333333333
2014-09-26,72.41666666666667
2014-09-27,52.833333333333336
2014-09-28,84.125
2014-09-29,53.458333333333336
2014-09-30,43.5
2014-10-01,63.583333333333336
2014-10-02,55.208333333333336
2014-10-03,65.75
2014-10-04,47.625
2014-10-05,44.104166666666664
2014-10-06,57.75
2014-10-07,103.5
2014-10-08,128.91666666666666
2014-10-09,120.29861111111113
2014-10-10,122.50998263888887
2014-10-11,63.703125
2014-10-12,46.453125
2014-10-13,43.764322916666664
2014-10-14,69.625
2014-10-15,53.791666666666664
2014-10-16,61.0
2014-10-17,131.0
2014-10-18,165.125
2014-10-19,158.25
2014-10-20,90.58333333333333
2014-10-21,71.79166666666667
2014-10-22,97.33333333333333
2014-10-23,112.04166666666667
2014-10-24,126.5
2014-10-25,118.83333333333333
2014-10-26,51.125
2014-10-27,60.708333333333336
2014-10-28,76.79166666666667
2014-10-29,113.08333333333333
2014-10-30,117.85416666666667
2014-10-31,111.29166666666667
2014-11-01,59.125
2014-11-02,26.95
2014-11-03,59.708333333333336
2014-11-04,91.875
2014-11-05,51.958333333333336
2014-11-06,25.625
2014-11-07,59.6875
2014-11-08,70.95833333333333
2014-11-09,70.91666666666667
2014-11-10,86.25
2014-11-11,35.458333333333336
2014-11-12,10.958333333333334
2014-11-13,56.541666666666664
2014-11-14,67.54166666666667
2014-11-15,115.375
2014-11-16,73.95833333333333
2014-11-17,48.708333333333336
2014-11-18,88.77083333333333
2014-11-19,161.625
2014-11-20,162.375
2014-11-21,119.79166666666667
2014-11-22,67.20833333333333
2014-11-23,108.08333333333333
2014-11-24,85.5
2014-11-25,105.375
2014-11-26,145.625
2014-11-27,65.75
2014-11-28,88.70833333333333
2014-11-29,110.125
2014-11-30,46.5
2014-12-01,17.0
2014-12-02,55.791666666666664
2014-12-03,28.416666666666668
2014-12-04,17.791666666666668
2014-12-05,44.583333333333336
2014-12-06,75.875
2014-12-07,55.125
2014-12-08,69.5
2014-12-09,129.16666666666666
2014-12-10,65.3125
2014-12-11,35.041666666666664
2014-12-12,18.895833333333332
2014-12-13,51.5
2014-12-14,86.58333333333333
2014-12-15,47.5
2014-12-16,15.916666666666666
2014-12-17,53.963662790697676
2014-12-18,60.99418604651162
2014-12-19,57.36627906976745
2014-12-20,53.73837209302326
2014-12-21,50.11046511627907
2014-12-22,46.48255813953489
2014-12-23,42.8546511627907
2014-12-24,39.22674418604652
2014-12-25,35.598837209302324
2014-12-26,31.970930232558146
2014-12-27,28.343023255813957
2014-12-28,24.715116279069772
2014-12-29,21.087209302325586
2014-12-30,17.459302325581397
2014-12-31,15.88032945736434
2015-01-01,49.125
2015-01-02,69.45833333333333
2015-01-03,117.41666666666667
2015-01-04,128.41666666666666
2015-01-05,68.25
2015-01-06,38.208333333333336
2015-01-07,65.58333333333333
2015-01-08,103.4375
2015-01-09,68.5
2015-01-10,103.16666666666667
2015-01-11,41.208333333333336
2015-01-12,83.08333333333333
2015-01-13,97.95833333333333
2015-01-14,113.875
2015-01-15,127.58333333333333
2015-01-16,36.083333333333336
2015-01-17,57.583333333333336
2015-01-18,52.55833333333334
2015-01-19,62.0
2015-01-20,80.20833333333333
2015-01-21,32.5
2015-01-22,85.04166666666667
2015-01-23,122.04166666666667
2015-01-24,72.79166666666667
2015-01-25,53.375
2015-01-26,34.458333333333336
2015-01-27,27.125
2015-01-28,49.291666666666664
2015-01-29,38.666666666666664
2015-01-30,19.729166666666668
2015-01-31,42.875
2015-02-01,73.5
2015-02-02,98.70833333333333
2015-02-03,75.33333333333333
2015-02-04,17.541666666666668
2015-02-05,44.208333333333336
2015-02-06,93.0
2015-02-07,22.0
2015-02-08,26.708333333333332
2015-02-09,88.0
2015-02-10,107.29166666666667
2015-02-11,45.333333333333336
2015-02-12,40.333333333333336
2015-02-13,92.125
2015-02-14,128.875
2015-02-15,136.41666666666666
2015-02-16,56.041666666666664
2015-02-17,32.083333333333336
2015-02-18,38.25
2015-02-19,42.291666666666664
2015-02-20,44.041666666666664
2015-02-21,33.125
2015-02-22,14.666666666666666
2015-02-23,35.791666666666664
2015-02-24,68.08333333333333
2015-02-25,33.708333333333336
2015-02-26,19.416666666666668
2015-02-27,33.916666666666664
2015-02-28,44.666666666666664
2015-03-01,39.708333333333336
2015-03-02,51.625
2015-03-03,8.416666666666666
2015-03-04,36.916666666666664
2015-03-05,71.45833333333333
2015-03-06,92.79166666666667
2015-03-07,95.08333333333333
2015-03-08,57.6875
2015-03-09,13.020833333333334
2015-03-10,45.1875
2015-03-11,58.979166666666664
2015-03-12,78.10416666666667
2015-03-13,67.5
2015-03-14,91.70833333333333
2015-03-15,74.95833333333333
2015-03-16,96.70833333333333
2015-03-17,67.0
2015-03-18,46.208333333333336
2015-03-19,83.79166666666667
2015-03-20,53.583333333333336
2015-03-21,32.083333333333336
2015-03-22,22.25
2015-03-23,50.666666666666664
2015-03-24,77.54166666666667
2015-03-25,86.0
2015-03-26,64.75
2015-03-27,58.458333333333336
2015-03-28,36.5
2015-03-29,85.375
2015-03-30,88.16666666666667
2015-03-31,64.63958333333333
2015-04-01,59.166666666666664
2015-04-02,29.041666666666668
2015-04-03,34.458333333333336
2015-04-04,39.458333333333336
2015-04-05,38.916666666666664
2015-04-06,16.875
2015-04-07,29.75
2015-04-08,59.791666666666664
2015-04-09,68.54166666666667
2015-04-10,78.86666666666666
2015-04-11,56.625
2015-04-12,15.166666666666666
2015-04-13,23.9375
2015-04-14,75.5
2015-04-15,95.16666666666667
2015-04-16,16.375
2015-04-17,65.91666666666667
2015-04-18,110.20833333333333
2015-04-19,48.958333333333336
2015-04-20,52.291666666666664
2015-04-21,60.416666666666664
2015-04-22,61.0
2015-04-23,62.833333333333336
2015-04-24,63.833333333333336
2015-04-25,86.20833333333333
2015-04-26,69.75
2015-04-27,54.916666666666664
2015-04-28,46.5
2015-04-29,62.416666666666664
2015-04-30,56.416666666666664
2015-05-01,63.791666666666664
2015-05-02,38.75
2015-05-03,27.708333333333332
2015-05-04,26.291666666666668
2015-05-05,50.5
2015-05-06,34.583333333333336
2015-05-07,43.833333333333336
2015-05-08,48.458333333333336
2015-05-09,42.25
2015-05-10,61.916666666666664
2015-05-11,40.208333333333336
2015-05-12,51.395833333333336
2015-05-13,81.9375
2015-05-14,36.916666666666664
2015-05-15,33.458333333333336
2015-05-16,57.291666666666664
2015-05-17,48.916666666666664
2015-05-18,42.125
2015-05-19,17.041666666666668
2015-05-20,24.5
2015-05-21,55.25
2015-05-22,63.333333333333336
2015-05-23,77.54166666666667
2015-05-24,76.41666666666667
2015-05-25,56.5
2015-05-26,42.166666666666664
2015-05-27,37.75
2015-05-28,41.833333333333336
2015-05-29,56.833333333333336
2015-05-30,49.041666666666664
2015-05-31,53.875
2015-06-01,65.33333333333333
2015-06-02,29.875
2015-06-03,41.833333333333336
2015-06-04,58.083333333333336
2015-06-05,52.354166666666664
2015-06-06,32.916666666666664
2015-06-07,37.625
2015-06-08,41.791666666666664
2015-06-09,61.541666666666664
2015-06-10,45.666666666666664
2015-06-11,35.5625
2015-06-12,28.083333333333332
2015-06-13,26.666666666666668
2015-06-14,41.333333333333336
2015-06-15,53.75
2015-06-16,67.20833333333333
2015-06-17,52.458333333333336
2015-06-18,37.875
2015-06-19,40.5
2015-06-20,41.375
2015-06-21,49.208333333333336
2015-06-22,46.666666666666664
2015-06-23,48.0
2015-06-24,54.9375
2015-06-25,74.79166666666667
2015-06-26,27.833333333333332
2015-06-27,38.541666666666664
2015-06-28,39.25
2015-06-29,56.375
2015-06-30,36.291666666666664
2015-07-01,45.125
2015-07-02,36.0
2015-07-03,44.083333333333336
2015-07-04,59.125
2015-07-05,46.583333333333336
2015-07-06,47.0
2015-07-07,46.1875
2015-07-08,50.875
2015-07-09,57.958333333333336
2015-07-10,43.0
2015-07-11,53.625
2015-07-12,72.875
2015-07-13,64.79166666666667
2015-07-14,46.375
2015-07-15,71.83333333333333
2015-07-16,45.916666666666664
2015-07-17,50.791666666666664
2015-07-18,44.833333333333336
2015-07-19,50.416666666666664
2015-07-20,57.958333333333336
2015-07-21,54.583333333333336
2015-07-22,57.625
2015-07-23,66.625
2015-07-24,66.41666666666667
2015-07-25,55.666666666666664
2015-07-26,46.541666666666664
2015-07-27,52.333333333333336
2015-07-28,42.75
2015-07-29,59.541666666666664
2015-07-30,45.083333333333336
2015-07-31,40.0
2015-08-01,82.70833333333333
2015-08-02,52.708333333333336
2015-08-03,51.041666666666664
2015-08-04,46.416666666666664
2015-08-05,57.666666666666664
2015-08-06,49.208333333333336
2015-08-07,48.25
2015-08-08,53.208333333333336
2015-08-09,59.25
2015-08-10,55.5
2015-08-11,45.041666666666664
2015-08-12,42.583333333333336
2015-08-13,52.708333333333336
2015-08-14,34.541666666666664
2015-08-15,49.625
2015-08-16,53.0
2015-08-17,46.333333333333336
2015-08-18,46.5
2015-08-19,46.791666666666664
2015-08-20,29.083333333333332
2015-08-21,28.041666666666668
2015-08-22,28.125
2015-08-23,29.041666666666668
2015-08-24,27.458333333333332
2015-08-25,33.0
2015-08-26,33.791666666666664
2015-08-27,35.625
2015-08-28,32.875
2015-08-29,30.0
2015-08-30,32.583333333333336
2015-08-31,27.625
2015-09-01,23.125
2015-09-02,25.125
2015-09-03,23.416666666666668
2015-09-04,33.416666666666664
2015-09-05,28.708333333333332
2015-09-06,38.833333333333336
2015-09-07,49.625
2015-09-08,70.29166666666667
2015-09-09,65.875
2015-09-10,41.5
2015-09-11,41.125
2015-09-12,41.041666666666664
2015-09-13,60.333333333333336
2015-09-14,84.70833333333333
2015-09-15,93.0
2015-09-16,92.1375
2015-09-17,95.21666666666665
2015-09-18,72.125
2015-09-19,71.0
2015-09-20,68.0
2015-09-21,96.58333333333333
2015-09-22,79.25
2015-09-23,52.791666666666664
2015-09-24,75.70833333333333
2015-09-25,50.166666666666664
2015-09-26,57.666666666666664
2015-09-27,86.33333333333333
2015-09-28,67.04166666666667
2015-09-29,60.604166666666664
2015-09-30,50.166666666666664
2015-10-01,29.666666666666668
2015-10-02,63.25
2015-10-03,64.5
2015-10-04,105.79166666666667
2015-10-05,114.45833333333333
2015-10-06,133.5
2015-10-07,85.95833333333333
2015-10-08,14.916666666666666
2015-10-09,29.0
2015-10-10,10.708333333333334
2015-10-11,20.125
2015-10-12,58.875
2015-10-13,94.54166666666667
2015-10-14,127.375
2015-10-15,128.5
2015-10-16,156.125
2015-10-17,170.875
2015-10-18,68.16666666666667
2015-10-19,69.95833333333333
2015-10-20,86.04166666666667
2015-10-21,51.708333333333336
2015-10-22,61.0
2015-10-23,75.29166666666667
2015-10-24,67.375
2015-10-25,74.79166666666667
2015-10-26,36.416666666666664
2015-10-27,46.208333333333336
2015-10-28,32.125
2015-10-29,26.625
2015-10-30,60.958333333333336
2015-10-31,70.45833333333333
2015-11-01,93.0
2015-11-02,104.20833333333333
2015-11-03,116.875
2015-11-04,150.20833333333334
2015-11-05,74.58333333333333
2015-11-06,36.125
2015-11-07,32.041666666666664
2015-11-08,57.958333333333336
2015-11-09,75.66666666666667
2015-11-10,72.5
2015-11-11,69.45833333333333
2015-11-12,72.375
2015-11-13,83.70833333333333
2015-11-14,97.125
2015-11-15,89.04166666666667
2015-11-16,64.5
2015-11-17,60.291666666666664
2015-11-18,59.25
2015-11-19,54.375
2015-11-20,53.958333333333336
2015-11-21,55.25
2015-11-22,54.708333333333336
2015-11-23,37.458333333333336
2015-11-24,54.541666666666664
2015-11-25,51.666666666666664
2015-11-26,39.4375
2015-11-27,119.5
2015-11-28,131.66666666666666
2015-11-29,136.375
2015-11-30,158.4375
2015-12-01,174.04166666666666
2015-12-02,18.270833333333332
2015-12-03,16.958333333333332
2015-12-04,44.375
2015-12-05,77.66666666666667
2015-12-06,105.66666666666667
2015-12-07,111.70833333333333
2015-12-08,109.25
2015-12-09,116.33333333333333
2015-12-10,71.625
2015-12-11,74.0
2015-12-12,96.25
2015-12-13,113.08333333333333
2015-12-14,83.125
2015-12-15,15.791666666666666
2015-12-16,17.333333333333332
2015-12-17,71.08333333333333
